Name,slug,Domain,LogoUrl,FullCompanyName,Description,Logo,Status,MonthlyYearlyToggle,MonthlyYearly,FreePeriod,TrialPeriod,FreePlan,NoPackages,PricingType,LowestPrice,HighestVisiblePrice,Price different between lowest and medium tier,LowToHigh,HighToLow,Highlighted,EnterpriseQuote,EnterprisePlanTier,EnterprisePlanBelow,CtaType,CtaName,FeaturesTickCross,FeaturesStrikethrough,FeaturesHiddenLowerTiers,FeaturesUnderneathPricing,EverythingIncludedHigherPlans,FeaturesUnavailable
ActivTrak,activtrak,activtrak.com,https://logo.clearbit.com/activtrak.com,ActivTrak,"ActivTrak is the only cloud-native user Activity Monitoring (UAM) tool to help teams improve security, compliance and productivity.",,Active,No,No,free tier,,Yes,2,Per user,7.20,N/A,,Yes ,No,Yes,No,,,Top and Bottom,Create free account,Yes,,,,,
Zoom,zoom,zoomrecruitment.com.au,https://logos.uplead.com/zoomrecruitment.com.au,Zoom Recruitment & Training,"Zoom Recruitment is the Australian recruitment agency with a difference. We offer recruitment, training, OH&S compliance & more. Call us now.",,Active,No,,free tier,,Yes,4,Per user,14.99,19.99,,Yes ,,Yes (Buy now),No,,,Top,Buy now,,,Yes,,,
Circleci,circleci-cloud,circleci.com,https://logo.clearbit.com/circleci.com,CircleCI,CircleCI is a continuous integration and delivery platform for teams looking to shorten the distance between idea and delivery.,,Active,No,No,free tier,,Yes,3,Standard,30.00,3000,,Yes ,No,No,No,,,Top and Bottom,Start building for free,Yes,,,,,
Officevibe,officevibe,officevibe.com,https://logo.clearbit.com/officevibe.com,Officevibe,Officevibe is an online platform that designs employee pulse surveys to boost employee engagement within organizations.,,Active,No,No,free tier,,Yes,3,Per user,4.00,N/A,,Yes ,No,Yes (Most Popular),Yes,,,Top,Book a demo,,,Yes,,,
Atomist,atomist,atomist.com,https://logo.clearbit.com/atomist.com,Atomist,"Atomist make microservice applications Easy and fun to build, through a cloud-based service.",,Active,No,No,free tier,,Yes,3,Standard,833.00,N/A,,Yes ,No,No,Yes,,,Top,Get started,,,,,yes,
Followerwonk,followerwonk,followerwonk.com,https://logo.clearbit.com/followerwonk.com,Followerwonk,Followerwonk is a Twitter analytics company.,,Active,No,,free tier,,Yes,3,Standard,29.00,79,,Yes ,,Yes,No,,,Top,Sign up,Yes,,,,,
Livestorm,livestorm,livestorm.co,https://logo.clearbit.com/livestorm.co,Livestorm,"Livestorm help companies make their webinars simpler, smarter and more efficient.",,Active,Yes,Yearly,free tier,,Yes,3,Per user,39.00,109,,,Yes,No,No,,,Bottom,Try for free now,,Yes,,,,
Mailchimp,mailchimp,mailchimp.com,https://logos.uplead.com/mailchimp.com,Mailchimp,"Mailchimp has email marketing, ads, landing pages, and CRM tools to grow your business on your terms. Get the word out with email, social ads, and make your life easier with automation. It's easy, and you can start for free.",,Active,No,,free tier,,Yes,4,Standard,9.99,299,,,Yes,Yes (Recommended),No,,,Top and bottom,Select,Yes,,,,,
Slack,slack,slack.com,https://logos.uplead.com/slack.com,"Slack Technologies, Inc.",Slack is an enterprise software platform that allows teams and businesses of all sizes to communicate effectively.,,Active,No,,free tier,,Yes,3,Per user,6.67,12.5,,Yes ,,No,Yes,,,Top and bottom,Upgrade now,,,Yes,,,
PureChat,purechat,purechat.com,https://logo.clearbit.com/purechat.com,Pure Chat,Live Chat solutions for websites and sales professionals,,Active,No,No,free tier,,Yes,3,Standard,39.00,79,,Yes ,No,Yes,No,,,Bottom,Sign up,Yes,,,,,
X.ai,xai,x.ai,https://logo.clearbit.com/x.ai,x.ai,x.ai is an artificial intelligence driven personal assistant who schedules meetings for you.,,Active,No,,free tier,,Yes,3,Standard,8.00,12,,Yes ,,Yes,No,,,Top and bottom,Sign up now,,,,Yes,,
Boozang,boozang,boozang.com,https://logo.clearbit.com/boozang.com,Boozang,Boozang is a Developer of an automated user interface testing software.,,Active,No,No,free tier,,Yes,3,Standard,149.00,799,,Yes ,No,No,No,,,Bottom,Get started,,,,Yes,,
Intuto,intuto,intuto.com,https://logo.clearbit.com/intuto.com,Intuto,Intuto online training platform. Easy and affordable online training for staff in our learning management systems (LMS) or use our full service plan.,,Active,No,No,N/A,,No,2,Standard,75.00,185,,Yes ,No,No,No,,,Bottom,Start free trial,,,Yes,,,
Jazz HR,jazz-hr,jazzhr.com,https://logo.clearbit.com/jazzhr.com,JazzHR,"JazzHR is easy, powerful, and affordable recruiting software purpose-build for SMBs. SaaS ATS for masses.",,Active,No,No,N/A,,No,3,Standard,39.00,309,,Yes ,,Yes,No,,,N/A,N/A,,,Yes,,,
7Geese,7geese,7geese.com,https://logo.clearbit.com/7geese.com,7Geese,7Geese empowers organizations with the right tools and knowledge that can elevate their performance management solutions.,,Active,No,No,N/A,,No,3,Per user,10.00,19,,Yes ,No,No,No,,,Top,Get a demo,,,Yes,,,
Keen,keen,keen.com,https://logo.clearbit.com/keen.com,Keen.com,"Psychics, Mediums and Tarot Readers. Get a Love and Relationship Psychic Reading Now via Phone or Chat. First 3 Minutes are Free!",,Active,No,No,N/A,,No,4,Standard,150.00,2500,,Yes ,,No,Yes,,,Top,Request a Demo,,,,yes,,
Kissflow,kissflow,kissflow.com,https://logo.clearbit.com/kissflow.com,Kissflow,Kissflow is a Digital Workplace Software,,Active,Yes,Yearly,N/A,,No,3,Standard,199.00,1000,,Yes ,No,Yes,No,,,Bottom,Free trail,,Yes,,,,
WP Engine,wp-engine,wpengine.com,https://logo.clearbit.com/wpengine.com,WP Engine,WP Engine is a WordPress digital experience platform.,,Active,Yes,Yearly,N/A,,No,4,Standard,35.00,290,,Yes ,,Yes(Best Annual value),Yes,,,Bottom,Get Started,,,yes,,,
Motivosity,motivosity,motivosity.com,https://logo.clearbit.com/motivosity.com,Motivosity,"Employee engagement software platform that makes people happy about going to work. We Drive culture, appreciation, recognition and morale",,Active,No,No,N/A,,No,3,Per user,3.00,5,,Yes ,No,No,No,,,Top,Request a demo,,,,,Yes,Yes
Slidebean,slidebean,slidebean.com,https://logo.clearbit.com/slidebean.com,Slidebean,Slidebean is an online platform that designs and creates presentations on demand with user provided content.,,Active,No,No,N/A,,No,2,Standard,8.00,19,,Yes ,,Yes(Most popular),No,,,Top and Bottom,Unlock,,Yes,,,,
Emma,emma,myemma.com,https://logo.clearbit.com/myemma.com,Emma,"Emma Email Marketing is a web-based service that enables users to create, send and track email campaigns and surveys.",,Active,No,No,N/A,,No,3,Standard,89.00,229,,Yes ,No,No,No,,,Top,Get a demo,Yes,,,,,
Sparkhire,sparkhire,sparkhire.com,https://logo.clearbit.com/sparkhire.com,Spark Hire,"Spark Hire is a video interviewing platform used by more than 4,000 customers in over 100 countries.",,Active,Yes,Monthly,N/A,,No,4,Standard,119.00,599,,Yes ,No,No,Yes,,,Top,Get started now,Yes,,,,,
Marcom,marcom,marcomrobot.com,https://logo.clearbit.com/marcomrobot.com,Marcom Robot,We are building robots for lead generation and data quality,,Active,No,No,N/A,,No,4,Standard,1500.00,15500,,Yes ,,No,Yes,,,N/A,N/A,,,,,,Yes
Archive Social,archive-social,archivesocial.com,https://logo.clearbit.com/archivesocial.com,ArchiveSocial,ArchiveSocial is a social media archiving solution for business compliance and legal protection activities in enterprises.,,Active,No,No,N/A,,No,3,Standard,219.00,649,,Yes ,,Yes,No,,,Bottom,Get Started,,,,Yes,,
Ayoa,ayoa,ayoa.com,https://logo.clearbit.com/ayoa.com,Ayoa,"Ayoa is an intelligent digital workspace for remote teams to manage meetings, build plans, and action tasks.",,Active,Yes,Yearly,N/A,,Yes,3,Per user,0.00,12,,Yes ,,Yes,Yes,,,Top,Get started,Yes,,,,,
SEO Site Checkup,seo-site-checkup,seositecheckup.com,https://logo.clearbit.com/seositecheckup.com,SEO Site Checkup,Find comprehensive search engine optimization (SEO) tools for your site.,,Active,Yes,Monthly,N/A,,No,3,Standard,24.95,79.95,,,Yes,Yes(Best choice),No,,,Bottom,Start free trial,Yes,,,,,
Xero,xero,xerox.com,https://logo.clearbit.com/xerox.com,Xerox,"Xerox is a document management technology and services enterprise, producing printing and publishing systems, copiers and fax machines.",,Active,No,No,N/A,,No,3,Standard,9.00,60,,Yes ,,No,No,,,Bottom,Buy Now,,Yes,,,,
Rydoo,rydoo,rydoo.com,https://logo.clearbit.com/rydoo.com,Rydoo,Rydoo is a leading business expense and travel solution that automates and streamlines processes for high-growth companies and enterprise.,,Active,No,No,N/A,,No,3,Per user,7.00,9,,Yes ,No,No,Yes,,,Top and Bottom,Start free trail,,,,,Yes,
Ebsta,ebsta,ebsta.com,https://logo.clearbit.com/ebsta.com,Ebsta,Gmail and LinkedIn integration for Salesforce,,Active,No,No,N/A,,No,4,Standard,30.00,50,,Yes ,,Yes(Most popular),Yes,,,Bottom,Request a Demo,,,,Yes,,
Apptest,apptest,apptestify.com,https://logo.clearbit.com/apptestify.com,AppTestify,"One demand testing services, Crowdtesting, Exploratory testing, Scenario-based testing, Load Testing, Performance Testing, Crowdsourced QA, AI Automation",,Active,No,No,N/A,,Yes,4,Standard,55.00,330,,Yes ,,Yes,Yes,,,Bottom,Select,,,Yes,,,
Hatchbuck,hatchbuck,hatchbuck.com,https://logo.clearbit.com/hatchbuck.com,BenchmarkONE,BenchmarkONE develops software that automates sales and marketing activities to enable businesses to reach and retain customers.,,Active,Yes,Half yearly,N/A,,No,4,Standard,49.00,249,,Yes ,No,Yes (Best value),No,,,Top,Take a tour,,Yes,,,,
Keep Truckin,keep-truckin,keeptruckin.com,https://logo.clearbit.com/keeptruckin.com,KeepTruckin,KeepTruckin is a San Francisco-based startup helping trucking companies manage their fleets and have their drivers legally log their hours.,,Active,No,No,N/A,,Yes,4,Per user,20.00,35,,Yes ,,Yes(Most popular),Yes,,,Top,Buy now,,yes,,,,
Quip,quip,quip.com,https://logo.clearbit.com/quip.com,Quip,"Quip is a living document platform that combines docs, spreadsheets, and communication to help teams get work done faster and smarter.",,Active,No,No,N/A,,No,3,Per user,12.00,25,,Yes ,,No,Yes,,,Top,Start Free Trail,,,yes,,,
Cloudfare,cloudfare,cloudfares.com,https://logo.clearbit.com/cloudfares.com,DAN.COM,The domain name cloudfares.com is for sale. Make an offer or buy it now at a set price.,,Active,Yes,Yearly,N/A,,Yes,4,Standard,99.00,249,,Yes ,,No,Yes,,,Bottom,Get Started,,,Yes,,,
Bloomerang,bloomerang,bloomerang.co,https://logo.clearbit.com/bloomerang.co,Bloomerang,"Bloomerang is a cloud-based donor management application that helps nonprofit organizations reach, engage and retain advocates.",,Active,No,No,N/A,,No,5,Standard,99.00,499,,Yes ,,No,No,,,Bottom,Demo,,,,Yes,,
Lusha,lusha,lusha.com,https://logo.clearbit.com/lusha.com,Lusha,"Lusha provides high quality, unique premium data where you need it most: On social networks & the web, in Salesforce or directly to your product.",,Active,No,,N/A,,Yes,4,Standard,75.00,149,,Yes ,,NO,Yes,,,Top,Choose plan,,Yes,,,,
Everstring,everstring,everstring.com,https://logo.clearbit.com/everstring.com,EverString,EverString is a provider of a cloud-based predictive analytics platform used for companies to identify and engage with customer prospects.,,Active,No,No,N/A,,No,4,Standard,999.00,6660,,Yes ,,Yes,Yes,,,N/A,N/A,,,,Yes,,
Funnel,funnel,funnel.io,https://logo.clearbit.com/funnel.io,Funnel,Funnel designs and develops software/platforms that help marketers automate their data collection for reporting and analysis.,,Active,No,No,N/A,,No,4,Standard,499.00,999,,Yes ,,No,Yes,,,N/A,N/A,,,,Yes,,
Just Works,just-works,justworks.com,https://logo.clearbit.com/justworks.com,Justworks,"Justworks is an online platform that handles the payroll and payments procedure, benefits facilities, and compliance issues of its users.",,Active,No,No,N/A,,No,2,Per user,49.00,99,,Yes ,,No,No,,,Bottom,Get Started,,,,Yes,,
Floqast,floqast,floqast.com,https://logo.clearbit.com/floqast.com,FloQast,FloQast is close management software built by accountants for accountants so they can close faster and more accurately.,,Active,No,No,N/A,,No,3,Standard,999.00,1199,,Yes ,,Yes,Yes,,,Bottom,Get Quote,,,Yes,,,
Screenster,screenster,screenster.io,https://logo.clearbit.com/screenster.io,Screenster,Screenster.io is an ultimate UI regression testing tool made by AgileEngine software development company.,,Active,No,No,N/A,,Yes,4,Standard,25.00,75,,Yes ,No,No,No,,,Bottom,Buy now,Yes,,,,,
Support Hero,support-hero,supporthero.com,https://logo.clearbit.com/supporthero.com,Support Hero,,,Active,Yes,Monthly,N/A,,No,4,Standard,49.00,199,,Yes ,No,Yes(Most popular)(,Yes,,,Top,Try for free,,,,,Yes,
Dixa,dixa,dixa.com,https://logo.clearbit.com/dixa.com,Dixa,Dixa is conversational customer engagement software that connects brands with customers through real-time communication,,Active,No,No,N/A,,No,3,Per user,99.00,179,,Yes ,No,Yes,No,,,Top and Bottom,Request demo,,,,,Yes,
Snapengage,snapengage,snapengage.com,https://logo.clearbit.com/snapengage.com,SnapEngage,"SnapEngage is a powerful, flexible and scalable live chat solution for enterprising companies of any size.",,Active,No,No,N/A,,No,3,Per user,16.00,40,,Yes ,No,Yes(Most popular),No,,,Top,Start free trail,,Yes,,,,
Happyfox,happyfox,happyfox.com,https://logo.clearbit.com/happyfox.com,HappyFox,HappyFox is a developer of customer support and ticket management software.,,Active,Yes,Yearly,N/A,,No,4,Per user,39.00,99,,Yes ,No,Yes (Best Value),No,,,Top and Bottom,Get a demo,Yes,,,,,
Frontapp,frontapp,frontapp.com,https://logo.clearbit.com/frontapp.com,Front,Front is the leading customer communication platform that transforms work into impact.,,Active,Yes,Yearly,N/A,,No,4,Per user,12.00,99,,Yes ,,Yes,No,,,Top,Try it free,Yes,,,,,
Livepro,livepro,liveproducersonline.com,https://logo.clearbit.com/liveproducersonline.com,Live Producers Online,A social community of Ableton Live producers connecting you to the pro's to learn today's music production.,,Active,No,No,N/A,,No,4,Per user,19.00,39,,Yes ,No,Yes(Contact centre ready),Yes,,,Top,Request demo,,,,,Yes,
Lately,lately,lately.ai,https://logo.clearbit.com/lately.ai,Lately,Lately uses AI to create your social media content and manage your social media marketing and social selling programs.,,Active,No,No,N/A,,No,3,Per user,129.00,349,,Yes ,,No,Yes,,,Top,Request demo,,,Yes,,,
CDNify,cdnify,cdnify.com,https://logo.clearbit.com/cdnify.com,CDNify,Flexible content delivery network,,Active,Yes,Monthly,N/A,,No,4,Standard,10.00,1000,,Yes ,No,Yes(Most popular),No,,,Top,Sign up,,,,Yes,,
Mixmax,mixmax,mixmax.com,https://logo.clearbit.com/mixmax.com,Mixmax,"Mixmax is a app that send engaging emails with instant scheduling, free unlimited email tracking, polls, and surveys right in Gmail.",,Active,Yes,Yearly,N/A,,No,4,Per user,12.00,65,,Yes ,,Yes (Most popular),Yes,,,Top,Buy it,,,Yes,,,
People HR,people-hr,peoplehr.com,https://logo.clearbit.com/peoplehr.com,People HR,Lightning-fast web-based HR software system crafted by HR experts,,Active,No,,N/A,,No,4,Per user,4.00,10,,Yes ,,No,No,,,Bottom,Get started,Yes,,,,,
Apto,apto,aptoide.com,https://logo.clearbit.com/aptoide.com,Aptoide,"Aptoide Official Homepage - Download the best games and apps on Aptoide! Find, download and share APKs for Android on our community driven platform",,Active,No,No,N/A,,No,2,Standard,129.00,149,,Yes ,,No,No,,,N/A,N/A,,,Yes,,,
Pipefy,pipefy,pipefy.com,https://logo.clearbit.com/pipefy.com,Pipefy,"Pipefy specializes in the fields of process management, workflow, process automation, and task management.",,Active,Yes,Yearly,N/A,,Yes,4,Per user,12.00,22,,Yes ,,No,Yes,,,Top,Try Now For Free,,,,,Yes,
Impraise,impraise,impraise.com,https://logo.clearbit.com/impraise.com,Impraise,"Impraise is a web and mobile app for sharing actionable, timely feedback between colleagues.",,Active,No,No,N/A,,No,3,Per user,5.00,7,,Yes ,No,No,Yes,,,Bottom,Learn more,,,,Yes,,
Kustomer,kustomer,kustomer.com,https://logo.clearbit.com/kustomer.com,Kustomer,Kustomer is an omnichannel Software-as-a-Service (SaaS) CRM platform specializing in customer service.,,Active,No,,N/A,,No,2,Per user,99.00,169,,Yes ,,No,No,,,Bottom,Contact sales,,,,Simple,,
HighFive,highfive,highfive.com,https://logo.clearbit.com/highfive.com,Highfive,Highfive simplifies business collaboration with a conferencing platform that builds connected cultures.,,Active,No,No,N/A,,No,3,Standard,199.00,599,,Yes ,,No,No,,,Bottom,Start aTrail,Yes,,,,,
WhatRunsWhere,whatrunswhere,whatrunswhere.com,https://logo.clearbit.com/whatrunswhere.com,WhatRunsWhere,WhatRunsWhere is the premium competitive intelligence platform for online and mobile media buying.,,Active,Yes,Monthly,N/A,,No,3,Standard,299.00,399,,Yes ,No,Yes(Most popular),Yes,,,Bottom,Sign up,,,,,Yes,
Hot Prospector,hot-prospector,hotprospector.com,https://logo.clearbit.com/hotprospector.com,Hot Prospector,Hot Prospector operates as a sales automation tool making outbound prospecting and lead follow up easy.,,Active,Yes,Monthly,N/A,,No,4,Standard,97.00,997,,Yes ,,No,No,,,Top,Signup,,,Yes,,,
Keap,keap,keap.com,https://logo.clearbit.com/keap.com,Keap,Keap helps small businesses get organized to deliver services and close more business.,,Active,No,No,N/A,,No,3,Standard,49.00,199,,Yes ,,Yes(Best Value),No,,,Top,Top to sales,,,,,Yes,
Kintone,kintone,kintone.com,https://logo.clearbit.com/kintone.com,Kintone,Kintone is a best productivity software to business transformation Platform.,,Active,No,No,N/A,,No,4,Per user,15.00,300,,Yes ,,No,Yes,,,Bottom,Start Free Trail,yes,,,,,
Bundlepost,bundlepost,bundlepost.com,https://logo.clearbit.com/bundlepost.com,Bundlepost,Plan & Schedule Your Social Media using Bundlepost.,,Active,No,,N/A,,No,3,Standard,39.00,199,,Yes ,,No,No,,,Bottom,Get trial access,,,,Yes,,
LastPass,lastpassbusiness,lastpass.com,https://logo.clearbit.com/lastpass.com,LastPass,"LastPass is a free password manager and form filler optimized for Firefox, Internet Explorer, Opera and Safari.",,Active,No,,No,,No,3,Per user,3.00,4,,Yes ,,No,No,,,Top,Try now,Yes,,,,,
Canva,canva,canva.com,https://logo.clearbit.com/canva.com,Canva,Amazingly simple graphic design,,Active,Yes,Monthly,No,,Yes,3,Standard,12.95,N/A,,Yes ,,Yes (Recommended for you),Yes,,,Top,Free 30 day upgrade,,Yes,,,,
Slite,slite,slite.com,https://logo.clearbit.com/slite.com,Slite,Put clarity at the center of your team.,,Active,Yes,Yearly,No,,Yes,2,Per user,0.00,8,,Yes ,,No,No,,,Bottom,Get Started,,,,,Yes,
Talent LMS,talent-lms,talentlms.com,https://logo.clearbit.com/talentlms.com,TalentLMS,Move your training online with TalentLMS. A cloud-based learning platform ideal for creating online courses and sharing them with remote teams. Join for free!,,Active,No,No,No,,Yes,5,Standard,59.00,429,,Yes ,,Yes(Most popular),No,,,N/A,N/A,Yes,,,,,
ChartMogul,chartmogul,chartmogul.com,https://logo.clearbit.com/chartmogul.com,ChartMogul,ChartMogul is an analytics platform to simplify your subscription business.,,Active,No,,No,,Yes,3,Standard,100.00,N/A,,Yes ,,No,Yes,,,Bottom,Sign up,Yes,,,,,
SiteGuru,siteguru,siteguru.co,https://logo.clearbit.com/siteguru.co,Siteguru,"Your website has SEO issues, you just don't know it yet. Siteguru helps you find them and fix them.",,Active,Yes,Monthly,No,,Yes,3,Standard,9.00,49,,Yes ,,No,No,,,Bottom,Sign up,,,Yes,,,
15Five,15five,fiverr.com,https://logo.clearbit.com/fiverr.com,Fiverr,Fiverr is a marketplace for creative and professional services.,,Active,No,No,No,,No,3,Per user,7.00,14,,Yes ,,Yes(Recommened),Yes,,,Top,Get Started,Yes,,,,,
Envoy,envoy,envoy.com,https://logo.clearbit.com/envoy.com,Envoy,"Envoy is transforming modern workplaces, challenging the status quo with innovations that make office life and work more meaningful.",,Active,Yes,Yearly,No,,Yes,4,Standard,119.00,359,,Yes ,,No,Yes,,,Top,Start free trail,,,Yes,,,
UsabilityHub,usabilityhub,usabilityhub.com,https://logo.clearbit.com/usabilityhub.com,UsabilityHub,Capture design feedback quickly and easily with our online usability tests.,,Active,Yes,Yearly,No,,Yes,4,Per user,66.00,330,,Yes ,,yes,No,,,Top,Signup,,,Yes,,,
zeplin,zeplin,zeplin.io,https://logo.clearbit.com/zeplin.io,Zeplin,Zeplin is the ultimate collaboration tool between designers and developers.,,Active,Yes,Yearly,No,,Yes,4,Standard,19.00,147,,Yes ,,Yes,No,,,Top,Get Started,,,Yes,,,
Wistia,wistia,wistia.com,https://logo.clearbit.com/wistia.com,Wistia,"From top-notch video hosting and marketing tools to customizable galleries and analytics, Wistia’s video marketing software can help you grow your business.",,Active,No,,No,,Yes,3,Standard,99.00,300,,Yes ,,No,No,,,Bottom,Get started,,,Yes,,,
Wufoo,wufoo,wufoo.com,https://logo.clearbit.com/wufoo.com,Wufoo,Wufoo is an online form builder that helps users create and design online forms and process simple payments.,,Active,No,No,No,,No,4,Standard,19.00,249,,Yes ,,Yes(Popular),No,,,Bottom,Signup Now,Yes,,,,,
Agile CRM,agile-crm,agilecrm.com,https://logo.clearbit.com/agilecrm.com,Agile CRM,Agile CRM is an All-in-One CRM for growing businesses.,,Active,No,No,No,,Yes,4,Standard,14.99,79.99,,Yes ,,Yes(Popular),No,,,N/A,N/A,Yes,,,,,
OutboundEngine,outboundengine,outboundengine.com,https://logo.clearbit.com/outboundengine.com,OutboundEngine,OutboundEngine is super simple marketing software combined with a team of experts who make it work for you.,,Active,No,No,No,,No,3,Standard,199.00,499,,Yes ,No,No,No,,,Top,Send me the demo,,Yes,,,,
Figma,figma,figma.com,https://logo.clearbit.com/figma.com,Figma,A design platform for teams who build products together.,,Active,No,No,No,,Yes,3,Per user,15.00,45,,Yes ,,No,No,,,Bottom,Choose,,,Yes,,,
